task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
290	e1/23c227	866165	calling_pipeline:medakaInference_consensus (248)	CACHED	0	2026-01-12 19:00:40.138	8.3s	7.6s	127.3%	533.7 MB	1.3 GB	40.3 MB	2.2 MB
293	fe/0fe096	866103	calling_pipeline:medakaInference_consensus (251)	CACHED	0	2026-01-12 19:00:40.073	8.5s	7.9s	125.8%	459.7 MB	1.2 GB	40.3 MB	2 MB
289	a9/5bb9a7	858043	calling_pipeline:medakaInference_consensus (247)	CACHED	0	2026-01-12 19:00:20.778	10.2s	9.3s	122.8%	534.4 MB	1.2 GB	40.3 MB	2.2 MB
288	d0/bb41dd	866161	calling_pipeline:medakaInference_consensus (246)	CACHED	0	2026-01-12 19:00:40.128	7.2s	6.2s	112.6%	381 MB	1.1 GB	40.2 MB	1.7 MB
300	6f/5a983f	869243	calling_pipeline:medakaInference_consensus (258)	CACHED	0	2026-01-12 19:00:46.610	9.4s	8.2s	129.2%	524.9 MB	1.2 GB	40.4 MB	2.2 MB
298	51/28f62e	867618	calling_pipeline:medakaInference_consensus (256)	CACHED	0	2026-01-12 19:00:43.052	7.8s	7.2s	121.6%	477.8 MB	1.2 GB	40.3 MB	2 MB
301	b7/d8cb05	870210	calling_pipeline:medakaInference_consensus (259)	CACHED	0	2026-01-12 19:00:48.562	9.3s	8.3s	130.8%	533.2 MB	1.2 GB	40.4 MB	2.2 MB
302	70/45f256	870101	calling_pipeline:medakaInference_consensus (260)	CACHED	0	2026-01-12 19:00:48.405	8.5s	7.8s	127.1%	479.3 MB	1.3 GB	40.3 MB	2 MB
304	29/40e68a	872322	calling_pipeline:medakaInference_consensus (262)	CACHED	0	2026-01-12 19:00:53.106	8.7s	8.2s	120.7%	479 MB	1.2 GB	40.3 MB	2 MB
297	45/40e867	866503	calling_pipeline:medakaInference_consensus (255)	CACHED	0	2026-01-12 19:00:40.672	9.1s	7.9s	121.8%	460.4 MB	1.2 GB	40.3 MB	2 MB
303	bc/9886d4	873897	calling_pipeline:medakaInference_consensus (261)	CACHED	0	2026-01-12 19:00:56.919	7.8s	7.1s	113.4%	390 MB	1.1 GB	40.2 MB	1.7 MB
299	e6/223c8f	870454	calling_pipeline:medakaInference_consensus (257)	CACHED	0	2026-01-12 19:00:48.926	7.6s	6.9s	106.9%	388.7 MB	1.1 GB	40.2 MB	1.7 MB
296	e0/07d2c8	864364	calling_pipeline:medakaInference_consensus (254)	CACHED	0	2026-01-12 19:00:35.751	7.3s	6.7s	118.3%	477.5 MB	1.2 GB	40.2 MB	2 MB
295	3a/c4d872	866704	calling_pipeline:medakaInference_consensus (253)	CACHED	0	2026-01-12 19:00:41.096	7.8s	7s	119.0%	392.1 MB	1.1 GB	40.3 MB	1.8 MB
294	3f/02e864	869558	calling_pipeline:medakaInference_consensus (252)	CACHED	0	2026-01-12 19:00:47.339	10.1s	9s	117.1%	478.4 MB	1.2 GB	40.2 MB	2 MB
306	0c/b9de80	873313	calling_pipeline:medakaInference_consensus (264)	CACHED	0	2026-01-12 19:00:56.038	7.4s	6.7s	109.3%	377.8 MB	1.1 GB	40.2 MB	1.7 MB
305	63/8024ea	874451	calling_pipeline:medakaInference_consensus (263)	CACHED	0	2026-01-12 19:00:57.812	6.8s	6.1s	110.7%	378.9 MB	1 GB	40.2 MB	1.7 MB
314	e1/07a0a6	870892	calling_pipeline:medakaInference_consensus (272)	CACHED	0	2026-01-12 19:00:49.780	8s	7.2s	108.7%	388.2 MB	1.1 GB	40.2 MB	1.7 MB
311	83/2cdc54	877903	calling_pipeline:medakaInference_consensus (269)	CACHED	0	2026-01-12 19:01:05.344	8.1s	7.4s	104.3%	367.4 MB	1.1 GB	40.2 MB	1.7 MB
307	22/506d77	871406	calling_pipeline:medakaInference_consensus (265)	CACHED	0	2026-01-12 19:00:50.831	8.2s	7.5s	112.1%	392.2 MB	1.2 GB	40.2 MB	1.8 MB
308	69/56f5d3	876149	calling_pipeline:medakaInference_consensus (266)	CACHED	0	2026-01-12 19:01:01.860	7s	6.4s	112.4%	396.1 MB	1.1 GB	40.3 MB	1.7 MB
310	ed/bacf48	874506	calling_pipeline:medakaInference_consensus (268)	CACHED	0	2026-01-12 19:00:57.912	7.4s	6.8s	117.8%	413.6 MB	1.1 GB	40.2 MB	1.8 MB
316	49/0c3221	873731	calling_pipeline:medakaInference_consensus (274)	CACHED	0	2026-01-12 19:00:56.517	9.3s	8.6s	126.7%	507.9 MB	1.2 GB	40.3 MB	2.2 MB
312	dd/d99790	875085	calling_pipeline:medakaInference_consensus (270)	CACHED	0	2026-01-12 19:00:58.991	7.4s	6.8s	109.0%	385.4 MB	1.1 GB	40.2 MB	1.7 MB
309	ff/bd03ea	876955	calling_pipeline:medakaInference_consensus (267)	CACHED	0	2026-01-12 19:01:03.498	9.1s	8s	116.8%	479.4 MB	1.2 GB	40.2 MB	2 MB
313	70/38b119	874172	calling_pipeline:medakaInference_consensus (271)	CACHED	0	2026-01-12 19:00:57.439	9.1s	8.5s	130.6%	532.9 MB	1.2 GB	40.3 MB	2.2 MB
318	02/123183	877471	calling_pipeline:medakaInference_consensus (276)	CACHED	0	2026-01-12 19:01:04.656	8.7s	8.2s	115.3%	412.3 MB	1.1 GB	40.2 MB	1.8 MB
319	73/23b5d4	877514	calling_pipeline:medakaInference_consensus (277)	CACHED	0	2026-01-12 19:01:04.725	9.8s	8.8s	123.8%	479.4 MB	1.2 GB	40.3 MB	2 MB
315	96/29c043	878112	calling_pipeline:medakaInference_consensus (273)	CACHED	0	2026-01-12 19:01:05.783	8.9s	8.2s	123.8%	479.1 MB	1.3 GB	40.3 MB	2 MB
321	35/a7594b	885341	calling_pipeline:medakaInference_consensus (279)	CACHED	0	2026-01-12 19:01:22.198	8.8s	8.1s	129.5%	511.4 MB	1.3 GB	40.4 MB	2.2 MB
324	08/992ae8	878491	calling_pipeline:medakaInference_consensus (282)	CACHED	0	2026-01-12 19:01:06.418	8.3s	7.4s	106.3%	376.9 MB	1.2 GB	40.2 MB	1.7 MB
322	56/ca4cda	881376	calling_pipeline:medakaInference_consensus (280)	CACHED	0	2026-01-12 19:01:13.415	9.6s	8.5s	128.0%	534.4 MB	1.2 GB	40.3 MB	2.2 MB
317	bb/b5c11b	885235	calling_pipeline:medakaInference_consensus (275)	CACHED	0	2026-01-12 19:01:22.132	7.3s	6.6s	108.2%	375.2 MB	1.2 GB	40.2 MB	1.7 MB
320	49/372498	880995	calling_pipeline:medakaInference_consensus (278)	CACHED	0	2026-01-12 19:01:12.594	9.6s	8.6s	120.5%	479 MB	1.2 GB	40.3 MB	2 MB
325	91/7a230c	881388	calling_pipeline:medakaInference_consensus (283)	CACHED	0	2026-01-12 19:01:13.426	7s	6.1s	108.7%	387.5 MB	1.1 GB	40.2 MB	1.7 MB
332	50/8e1bed	879666	calling_pipeline:medakaInference_consensus (290)	CACHED	0	2026-01-12 19:01:08.874	7.5s	6.9s	106.3%	385.1 MB	1.1 GB	40.2 MB	1.7 MB
326	65/0ab276	884603	calling_pipeline:medakaInference_consensus (284)	CACHED	0	2026-01-12 19:01:20.457	9s	8s	126.6%	536.6 MB	1.3 GB	40.3 MB	2.2 MB
328	6f/dfd967	878647	calling_pipeline:medakaInference_consensus (286)	CACHED	0	2026-01-12 19:01:06.560	8.1s	7.3s	104.2%	376.2 MB	1.2 GB	40.2 MB	1.7 MB
331	49/d3dba5	885142	calling_pipeline:medakaInference_consensus (289)	CACHED	0	2026-01-12 19:01:21.882	7.3s	6.3s	110.2%	372.2 MB	1.1 GB	40.2 MB	1.7 MB
327	b8/73b50e	882093	calling_pipeline:medakaInference_consensus (285)	CACHED	0	2026-01-12 19:01:14.715	8.9s	8.3s	121.6%	479.3 MB	1.2 GB	40.4 MB	2 MB
330	ad/94ce28	885548	calling_pipeline:medakaInference_consensus (288)	CACHED	0	2026-01-12 19:01:22.476	7.7s	6.9s	109.9%	368.7 MB	1.1 GB	40.2 MB	1.7 MB
329	62/1a232d	888529	calling_pipeline:medakaInference_consensus (287)	CACHED	0	2026-01-12 19:01:29.239	7.7s	6.8s	110.5%	398.7 MB	1.1 GB	40.2 MB	1.8 MB
335	41/d7e75e	882105	calling_pipeline:medakaInference_consensus (293)	CACHED	0	2026-01-12 19:01:14.725	7.7s	7s	113.7%	393.4 MB	1.1 GB	40.2 MB	1.8 MB
323	95/7f350f	882090	calling_pipeline:medakaInference_consensus (281)	CACHED	0	2026-01-12 19:01:14.705	7.4s	6.7s	104.2%	361.8 MB	1.1 GB	40.2 MB	1.6 MB
337	da/a4f268	886176	calling_pipeline:medakaInference_consensus (295)	CACHED	0	2026-01-12 19:01:23.339	7.2s	6.7s	111.8%	398.5 MB	1.1 GB	40.2 MB	1.8 MB
339	7a/99021d	889229	calling_pipeline:medakaInference_consensus (297)	CACHED	0	2026-01-12 19:01:30.267	5.9s	5.5s	100.8%	352 MB	1 GB	40.2 MB	1.6 MB
340	28/8a0755	882876	calling_pipeline:medakaInference_consensus (298)	CACHED	0	2026-01-12 19:01:16.349	7s	6.5s	111.8%	391.6 MB	1.1 GB	40.3 MB	1.7 MB
342	39/7eee51	888632	calling_pipeline:medakaInference_consensus (300)	CACHED	0	2026-01-12 19:01:29.494	8.3s	7.5s	119.6%	480 MB	1.3 GB	40.3 MB	2 MB
338	20/3d4b4f	888591	calling_pipeline:medakaInference_consensus (296)	CACHED	0	2026-01-12 19:01:29.438	8.3s	7.5s	123.5%	479.3 MB	1.3 GB	40.3 MB	2 MB
333	2b/7fa159	885975	calling_pipeline:medakaInference_consensus (291)	CACHED	0	2026-01-12 19:01:22.987	7.3s	6.7s	108.2%	374.2 MB	1.1 GB	40.2 MB	1.7 MB
343	4f/dbecac	889421	calling_pipeline:medakaInference_consensus (301)	CACHED	0	2026-01-12 19:01:30.593	7.7s	7s	112.7%	395.7 MB	1.1 GB	40.3 MB	1.8 MB
336	5d/f08c43	886335	calling_pipeline:medakaInference_consensus (294)	CACHED	0	2026-01-12 19:01:23.669	6.9s	6.3s	107.0%	376.9 MB	1.2 GB	40.2 MB	1.7 MB
345	7b/f14839	895700	calling_pipeline:medakaInference_consensus (303)	CACHED	0	2026-01-12 19:01:43.715	8.1s	7.6s	126.0%	478.4 MB	1.3 GB	40.3 MB	2 MB
341	d4/f74c5b	889362	calling_pipeline:medakaInference_consensus (299)	CACHED	0	2026-01-12 19:01:30.539	8.3s	7.6s	122.1%	478.8 MB	1.2 GB	40.3 MB	2 MB
334	ed/0a321c	882016	calling_pipeline:medakaInference_consensus (292)	CACHED	0	2026-01-12 19:01:14.539	7.3s	6.7s	106.2%	360.7 MB	1.1 GB	40.2 MB	1.6 MB
349	be/658c12	893096	calling_pipeline:medakaInference_consensus (307)	CACHED	0	2026-01-12 19:01:38.308	8.5s	8s	123.4%	479.7 MB	1.2 GB	40.3 MB	2 MB
346	17/870fd3	889717	calling_pipeline:medakaInference_consensus (304)	CACHED	0	2026-01-12 19:01:31.029	7.2s	6.7s	111.9%	379.3 MB	1.2 GB	40.2 MB	1.7 MB
352	3e/fe1bc9	896226	calling_pipeline:medakaInference_consensus (310)	CACHED	0	2026-01-12 19:01:44.848	8.3s	7.6s	124.9%	478.7 MB	1.2 GB	40.3 MB	2 MB
353	fb/9fd8ab	893555	calling_pipeline:medakaInference_consensus (311)	CACHED	0	2026-01-12 19:01:38.852	6s	5.4s	105.1%	363.9 MB	1.1 GB	40.2 MB	1.7 MB
357	e1/959ba8	896564	calling_pipeline:medakaInference_consensus (315)	CACHED	0	2026-01-12 19:01:45.588	6.5s	6s	107.8%	372.7 MB	1.1 GB	40.2 MB	1.7 MB
354	67/68b0ff	899673	calling_pipeline:medakaInference_consensus (312)	CACHED	0	2026-01-12 19:01:52.121	9.2s	8.6s	110.2%	410 MB	1.2 GB	40.2 MB	1.8 MB
347	65/8bf09c	895235	calling_pipeline:medakaInference_consensus (305)	CACHED	0	2026-01-12 19:01:43.054	8.7s	8s	123.9%	523.6 MB	1.2 GB	40.3 MB	2.2 MB
351	de/2842bd	895301	calling_pipeline:medakaInference_consensus (309)	CACHED	0	2026-01-12 19:01:43.192	6.7s	6.1s	113.2%	384.4 MB	1.2 GB	40.2 MB	1.7 MB
358	56/d411fb	892662	calling_pipeline:medakaInference_consensus (316)	CACHED	0	2026-01-12 19:01:37.763	5.9s	5.3s	110.5%	376.6 MB	1.2 GB	40.2 MB	1.7 MB
348	aa/d68670	892700	calling_pipeline:medakaInference_consensus (306)	CACHED	0	2026-01-12 19:01:37.842	7.9s	7.3s	125.7%	478.8 MB	1.2 GB	40.3 MB	2 MB
350	41/09bf13	893069	calling_pipeline:medakaInference_consensus (308)	CACHED	0	2026-01-12 19:01:38.283	8.6s	7.9s	126.5%	458.9 MB	1.2 GB	40.3 MB	2 MB
360	30/004066	891944	calling_pipeline:medakaInference_consensus (318)	CACHED	0	2026-01-12 19:01:36.228	7s	6.2s	109.8%	384.5 MB	1.1 GB	40.2 MB	1.7 MB
344	ac/19746e	889131	calling_pipeline:medakaInference_consensus (302)	CACHED	0	2026-01-12 19:01:30.150	8.5s	7.9s	123.3%	460.3 MB	1.2 GB	40.3 MB	2 MB
363	8a/8a56c9	897186	calling_pipeline:medakaInference_consensus (321)	CACHED	0	2026-01-12 19:01:46.880	7.7s	7.2s	122.3%	478.5 MB	1.3 GB	40.2 MB	2 MB
365	85/553c10	898582	calling_pipeline:medakaInference_consensus (323)	CACHED	0	2026-01-12 19:01:49.896	9.2s	8.3s	120.3%	537.6 MB	1.3 GB	40.3 MB	2.2 MB
355	a6/8db0d1	897185	calling_pipeline:medakaInference_consensus (313)	CACHED	0	2026-01-12 19:01:46.869	8.4s	7.8s	118.9%	478.3 MB	1.3 GB	40.3 MB	2 MB
364	27/54cc29	896690	calling_pipeline:medakaInference_consensus (322)	CACHED	0	2026-01-12 19:01:45.753	6.5s	6s	107.4%	381.1 MB	1.1 GB	40.2 MB	1.7 MB
368	e6/644455	899540	calling_pipeline:medakaInference_consensus (326)	CACHED	0	2026-01-12 19:01:51.840	8.2s	7.4s	113.0%	389.1 MB	1.1 GB	40.2 MB	1.7 MB
356	95/f8350d	893378	calling_pipeline:medakaInference_consensus (314)	CACHED	0	2026-01-12 19:01:38.693	6.9s	6.4s	120.1%	408.2 MB	1.2 GB	40.2 MB	1.8 MB
359	8a/af695c	892140	calling_pipeline:medakaInference_consensus (317)	CACHED	0	2026-01-12 19:01:36.915	6.1s	5.5s	107.1%	362.8 MB	1.1 GB	40.2 MB	1.7 MB
361	4d/ad9778	899447	calling_pipeline:medakaInference_consensus (319)	CACHED	0	2026-01-12 19:01:51.716	8.9s	8.2s	128.8%	478 MB	1.2 GB	40.2 MB	2 MB
362	76/f7eebb	901363	calling_pipeline:medakaInference_consensus (320)	CACHED	0	2026-01-12 19:01:55.303	7.8s	7.2s	101.3%	372.8 MB	1.1 GB	40.3 MB	1.7 MB
366	13/2e0f0f	899759	calling_pipeline:medakaInference_consensus (324)	CACHED	0	2026-01-12 19:01:52.218	8.5s	7.8s	106.4%	388.6 MB	1.2 GB	40.2 MB	1.7 MB
370	a5/adcb42	903434	calling_pipeline:medakaInference_consensus (328)	CACHED	0	2026-01-12 19:02:00.682	6.1s	5.5s	108.6%	352.8 MB	1.1 GB	40.2 MB	1.7 MB
372	73/fe0214	902734	calling_pipeline:medakaInference_consensus (330)	CACHED	0	2026-01-12 19:01:59.106	6.7s	5.9s	109.8%	381.6 MB	1.2 GB	40.2 MB	1.7 MB
371	a1/bf382d	903255	calling_pipeline:medakaInference_consensus (329)	CACHED	0	2026-01-12 19:02:00.064	6.7s	6.1s	112.7%	396.4 MB	1.2 GB	40.3 MB	1.8 MB
369	29/5ad6bb	900882	calling_pipeline:medakaInference_consensus (327)	CACHED	0	2026-01-12 19:01:54.602	7.2s	6.8s	104.1%	364.9 MB	1.1 GB	40.2 MB	1.7 MB
367	f6/31c7d1	900323	calling_pipeline:medakaInference_consensus (325)	CACHED	0	2026-01-12 19:01:53.117	8.7s	8.2s	115.6%	458.8 MB	1.2 GB	40.3 MB	2 MB
373	ee/e335a6	903454	calling_pipeline:medakaInference_consensus (331)	CACHED	0	2026-01-12 19:02:00.711	6.8s	6.2s	113.0%	400.2 MB	1.1 GB	40.2 MB	1.8 MB
375	1b/b8b937	913043	calling_pipeline:medakaConsensus (2)	CACHED	0	2026-01-12 19:03:04.127	7.5s	6.8s	85.3%	347.1 MB	1.1 GB	202.1 MB	9.8 MB
24	2c/65e0e7	961666	calling_pipeline:accumulateCheckpoints (1)	COMPLETED	0	2026-01-12 19:33:32.173	1.3s	345ms	65.4%	12.3 MB	17.3 MB	979.5 KB	3 KB
381	a0/ce0ce0	914385	output (1)	CACHED	0	2026-01-12 19:03:11.720	662ms	5ms	45.6%	0	0	98.2 KB	1.3 KB
378	39/65a3b1	914421	calling_pipeline:run_isolates:mlstSearch (1)	CACHED	0	2026-01-12 19:03:11.758	1.8s	1.3s	86.2%	179.2 MB	216 MB	12.8 MB	8.8 MB
380	1d/9962cd	914382	calling_pipeline:assemblyCheckpoint (1)	CACHED	0	2026-01-12 19:03:11.707	550ms	14ms	31.1%	0	0	84.2 KB	1.4 KB
374	87/4fad39	913090	calling_pipeline:medakaConsensus (1)	CACHED	0	2026-01-12 19:03:04.229	11.7s	10.3s	53.6%	336.1 MB	1.1 GB	166.8 MB	8.4 MB
377	0f/4084b3	914471	calling_pipeline:run_isolates:sourmash_species_id (1)	CACHED	0	2026-01-12 19:03:11.797	6m 33s	6m 32s	96.9%	4.1 GB	6.3 GB	160.8 MB	13.6 KB
385	7c/3e1d69	916047	output (2)	CACHED	0	2026-01-12 19:03:15.984	628ms	2ms	52.0%	0	0	98.2 KB	1.3 KB
382	e3/09ef06	916162	calling_pipeline:run_isolates:mlstSearch (2)	CACHED	0	2026-01-12 19:03:16.037	2.8s	1.8s	93.4%	174 MB	202.7 MB	16.5 MB	11.8 MB
383	5f/8b3114	916096	calling_pipeline:run_isolates:sourmash_species_id (2)	CACHED	0	2026-01-12 19:03:16.009	6m 32s	6m 30s	96.6%	4.1 GB	6.3 GB	160.6 MB	15.1 KB
384	8b/905825	916040	calling_pipeline:runMobSuite (2)	CACHED	0	2026-01-12 19:03:15.970	1m 12s	1m 11s	193.0%	707.7 MB	5.1 GB	299.1 MB	23.6 MB
379	0e/f7a0e3	914439	calling_pipeline:runMobSuite (1)	CACHED	0	2026-01-12 19:03:11.776	2m 35s	2m 34s	111.0%	631.4 MB	3.3 GB	79.1 MB	15 MB
387	61/91d854	916192	output (4)	CACHED	0	2026-01-12 19:03:16.052	860ms	11ms	32.7%	0	0	98.2 KB	1.3 KB
388	a3/3a1e82	916062	output (3)	CACHED	0	2026-01-12 19:03:15.996	714ms	8ms	80.5%	0	0	98.2 KB	1.3 KB
386	31/7416c8	916124	calling_pipeline:assemblyCheckpoint (2)	CACHED	0	2026-01-12 19:03:16.023	686ms	8ms	42.4%	0	0	84.3 KB	1.4 KB
391	19/699026	923738	calling_pipeline:plasmidIdCheckpoint (1)	CACHED	0	2026-01-12 19:04:28.091	424ms	6ms	68.8%	0	0	84.3 KB	1.4 KB
392	97/46d914	927559	calling_pipeline:plasmidIdCheckpoint (2)	CACHED	0	2026-01-12 19:05:46.660	479ms	6ms	69.9%	0	0	84.3 KB	1.5 KB
390	56/605212	936773	calling_pipeline:run_isolates:getPointfinderSpecies (2)	CACHED	0	2026-01-12 19:09:47.660	2.1s	1.7s	134.5%	70.5 MB	2.2 GB	11.9 MB	1.5 KB
389	c8/04211d	936452	calling_pipeline:run_isolates:getPointfinderSpecies (1)	CACHED	0	2026-01-12 19:09:44.980	2.4s	1.7s	138.9%	62.8 MB	2.1 GB	11.9 MB	1.5 KB
394	73/0860d4	937167	calling_pipeline:run_isolates:serotyping (1)	CACHED	0	2026-01-12 19:09:49.752	1.9s	1.5s	87.5%	185.8 MB	190.8 MB	46 MB	3.7 MB
393	0a/a4d7c5	937164	calling_pipeline:run_isolates:resfinder (2)	CACHED	0	2026-01-12 19:09:49.744	11.6s	11.3s	102.5%	269.7 MB	2.5 GB	132.5 MB	13.7 MB
395	a5/dc78af	936706	calling_pipeline:run_isolates:resfinder (1)	CACHED	0	2026-01-12 19:09:47.429	19.8s	19.4s	99.4%	293 MB	2.5 GB	266.6 MB	9.1 MB
396	37/043a49	939572	calling_pipeline:amrCheckpoint (1)	CACHED	0	2026-01-12 19:10:01.408	408ms	6ms	67.0%	0	0	84.3 KB	1.5 KB
397	55/e9c111	940635	calling_pipeline:amrCheckpoint (2)	CACHED	0	2026-01-12 19:10:07.288	422ms	6ms	129.9%	0	0	84.3 KB	1.5 KB
398	56/3a7a19	939578	calling_pipeline:collect_results (1)	CACHED	0	2026-01-12 19:10:01.417	2.4s	1.9s	149.4%	70.5 MB	2.2 GB	12.4 MB	388.4 KB
399	3a/58874f	940642	calling_pipeline:collect_results (2)	CACHED	0	2026-01-12 19:10:07.299	2.2s	1.8s	151.2%	70.5 MB	2.2 GB	12.5 MB	67.2 KB
376	ce/80733f	961926	calling_pipeline:accumulateCheckpoints (2)	COMPLETED	0	2026-01-12 19:33:33.517	898ms	191ms	82.8%	12.3 MB	17.3 MB	971.9 KB	3 KB
403	c4/378dd5	962603	calling_pipeline:accumulateCheckpoints (3)	COMPLETED	0	2026-01-12 19:33:34.471	660ms	271ms	70.9%	16.5 MB	20.9 MB	972.1 KB	3.3 KB
404	3c/c3072f	962879	calling_pipeline:accumulateCheckpoints (4)	COMPLETED	0	2026-01-12 19:33:35.163	616ms	185ms	91.6%	12.3 MB	17.3 MB	972.4 KB	3.5 KB
400	3a/f19e3a	961975	calling_pipeline:createRunModel	COMPLETED	0	2026-01-12 19:33:33.648	2.4s	1.8s	153.6%	62.2 MB	2.1 GB	12.2 MB	517.5 KB
405	85/10d336	963207	calling_pipeline:accumulateCheckpoints (5)	COMPLETED	0	2026-01-12 19:33:35.817	584ms	178ms	84.9%	12.3 MB	17.3 MB	972.4 KB	3.5 KB
407	06/bce5c3	963606	calling_pipeline:accumulateCheckpoints (6)	COMPLETED	0	2026-01-12 19:33:36.437	560ms	180ms	90.4%	12.3 MB	17.3 MB	972.4 KB	3.5 KB
408	af/230330	963849	calling_pipeline:accumulateCheckpoints (7)	COMPLETED	0	2026-01-12 19:33:37.031	697ms	226ms	87.0%	12.3 MB	17.3 MB	972.4 KB	3.6 KB
409	d0/ee1be2	964279	calling_pipeline:accumulateCheckpoints (8)	COMPLETED	0	2026-01-12 19:33:37.768	589ms	183ms	91.4%	12.3 MB	17.3 MB	972.6 KB	3.7 KB
410	b4/fc311b	964455	calling_pipeline:accumulateCheckpoints (9)	COMPLETED	0	2026-01-12 19:33:38.391	612ms	183ms	86.8%	12.3 MB	17.3 MB	972.6 KB	3.7 KB
411	67/a58039	964795	calling_pipeline:accumulateCheckpoints (10)	COMPLETED	0	2026-01-12 19:33:39.036	570ms	178ms	90.2%	12.3 MB	17.3 MB	972.7 KB	3.8 KB
412	9c/e9702e	964977	calling_pipeline:accumulateCheckpoints (11)	COMPLETED	0	2026-01-12 19:33:39.640	639ms	199ms	84.6%	12.8 MB	17.3 MB	972.7 KB	3.9 KB
413	0e/37c5e5	965309	calling_pipeline:accumulateCheckpoints (12)	COMPLETED	0	2026-01-12 19:33:40.311	627ms	197ms	85.7%	12.3 MB	17.3 MB	972.8 KB	3.9 KB
414	f9/f4f3d4	965645	calling_pipeline:accumulateCheckpoints (13)	COMPLETED	0	2026-01-12 19:33:40.985	624ms	188ms	89.4%	12.3 MB	17.3 MB	972.9 KB	4 KB
415	48/7e90bc	965831	calling_pipeline:accumulateCheckpoints (14)	COMPLETED	0	2026-01-12 19:33:41.642	639ms	190ms	88.3%	12.3 MB	17.3 MB	973 KB	4.1 KB
401	77/c35d65	962002	calling_pipeline:makePerSampleReports (1)	COMPLETED	0	2026-01-12 19:33:33.673	15.3s	14.7s	103.9%	392.7 MB	2.5 GB	57.7 MB	2.3 MB
402	71/d9d117	962033	calling_pipeline:makePerSampleReports (2)	COMPLETED	0	2026-01-12 19:33:33.694	15.3s	14.7s	102.0%	392.7 MB	2.5 GB	57.3 MB	2.3 MB
416	84/5e5e14	966978	calling_pipeline:perSampleReportingCheckpoint (1)	COMPLETED	0	2026-01-12 19:33:49.025	831ms	10ms	64.2%	0	0	84.3 KB	1.4 KB
417	91/4c0560	967015	calling_pipeline:perSampleReportingCheckpoint (2)	COMPLETED	0	2026-01-12 19:33:49.063	812ms	7ms	119.6%	0	0	84.3 KB	1.4 KB
418	c2/6451e5	967242	calling_pipeline:accumulateCheckpoints (15)	COMPLETED	0	2026-01-12 19:33:49.885	777ms	265ms	89.7%	11.2 MB	15.5 MB	973.1 KB	4.2 KB
419	21/0dc20c	967429	calling_pipeline:accumulateCheckpoints (16)	COMPLETED	0	2026-01-12 19:33:50.694	613ms	181ms	88.7%	12.3 MB	17.3 MB	973.2 KB	4.3 KB
406	92/480ed5	963320	calling_pipeline:makeReport	COMPLETED	0	2026-01-12 19:33:36.119	20.3s	19.8s	102.8%	425.4 MB	2.6 GB	59.8 MB	4.2 MB
423	2d/a2fac6	967818	output (7)	COMPLETED	0	2026-01-12 19:33:56.471	709ms	12ms	96.2%	0	0	98.2 KB	1.3 KB
422	73/b141ad	967879	output (6)	COMPLETED	0	2026-01-12 19:33:56.531	657ms	6ms	112.0%	0	0	98.2 KB	1.3 KB
421	0a/aaa335	967826	output (5)	COMPLETED	0	2026-01-12 19:33:56.496	738ms	8ms	55.0%	0	0	98.2 KB	1.3 KB
427	50/cee6f6	967970	output (11)	COMPLETED	0	2026-01-12 19:33:56.571	685ms	4ms	147.1%	0	0	98.2 KB	1.3 KB
425	72/174964	967936	output (9)	COMPLETED	0	2026-01-12 19:33:56.557	776ms	4ms	48.5%	0	0	98.2 KB	1.3 KB
426	bb/8aa70a	967905	output (10)	COMPLETED	0	2026-01-12 19:33:56.545	814ms	3ms	123.1%	0	0	98.2 KB	1.3 KB
430	12/982a14	968245	output (14)	COMPLETED	0	2026-01-12 19:33:56.696	777ms	4ms	95.9%	0	0	98.2 KB	1.3 KB
436	18/780527	968145	output (20)	COMPLETED	0	2026-01-12 19:33:56.643	870ms	6ms	38.9%	0	0	98.2 KB	1.3 KB
424	25/fdf788	968121	output (8)	COMPLETED	0	2026-01-12 19:33:56.628	976ms	12ms	53.0%	0	0	98.2 KB	1.3 KB
433	8b/155f19	968345	output (17)	COMPLETED	0	2026-01-12 19:33:56.728	899ms	7ms	77.6%	0	0	98.2 KB	1.3 KB
429	b5/236306	968414	output (13)	COMPLETED	0	2026-01-12 19:33:56.768	866ms	10ms	50.5%	0	0	98.2 KB	1.3 KB
435	80/53c74d	968072	output (19)	COMPLETED	0	2026-01-12 19:33:56.603	1.1s	3ms	105.8%	0	0	98.2 KB	1.3 KB
432	11/d40761	968487	output (16)	COMPLETED	0	2026-01-12 19:33:56.810	967ms	4ms	45.4%	0	0	98.2 KB	1.3 KB
420	6b/b1468a	967853	calling_pipeline:reportingCheckpoint	COMPLETED	0	2026-01-12 19:33:56.517	1.4s	7ms	83.9%	0	0	84.3 KB	1.5 KB
428	28/a7c4de	969147	output (12)	COMPLETED	0	2026-01-12 19:33:57.195	744ms	3ms	168.4%	0	0	98.2 KB	1.3 KB
431	61/ed310e	968196	output (15)	COMPLETED	0	2026-01-12 19:33:56.668	1.3s	3ms	93.1%	0	0	98.2 KB	1.3 KB
437	25/257174	969168	output (21)	COMPLETED	0	2026-01-12 19:33:57.208	777ms	4ms	143.3%	0	0	98.2 KB	1.3 KB
